stock_number,brand,model,sub_type,horse_power,gear_type,fuel_type,mileage,build_year,co2_emission,expected_sales_price,sold_price
FZ47108,Fiat,Doblo,1.6 JTDM,120,Manual,Diesel,58257,2018,144,17499,17499.0
GR42243,Toyota,AYGO,1.0,70,Manual,Benzin,43898,2018,95,11199,11199.0
XA97391,Citroen,C3,1.2 e-THP,110,Manual,Benzin,19964,2020,104,17100,16099.0
XE06843,Opel,Corsa,1.2T XHL 100,101,Manual,Benzin,2649,2020,96,17550,15399.0
CR06124,Opel,Vivaro,1.6 Biturbo CDTI,125,Manual,Diesel,29609,2017,145,23700,23799.0
TM64384,Peugeot,5008,1.5 Blue-HDi,130,Manual,Diesel,34421,2018,109,25790,26899.0
EZ80263,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,85897,2017,75,15250,13799.0
LJ68674,Peugeot,5008,1.2 PureTech,130,Manual,Benzin,36050,2018,120,25490,25499.0
WS69880,Opel,Insignia,2.0 Turbo,220,Manual,Benzin,116589,2010,209,9649,9599.0
NF55020,Citroen,C-Elysée,1.6 Blue-HDi,100,Manual,Diesel,56119,2018,98,12999,12999.0
HM22703,Toyota,Auris,1.2 ,115,Manual,Benzin,48941,2018,112,14999,14999.0
GD65682,Mitsubishi,ASX,160 MPI,117,Manual,Benzin,49307,2019,152,17999,17399.0
EU20932,Renault,Clio,0.9 Energy,90,Manual,Benzin,39701,2018,105,13100,12899.0
NV60084,Citroen,C3,1.2 PureTech,82,Manual,Benzin,29546,2018,109,14500,13799.0
DX23565,Seat,Leon,1.2 TSI,110,Automatic,Benzin,135181,2015,112,11399,11399.0
UE37983,Ford,Mondeo,2.0 Hybrid,177,Automatic,Other,46901,2018,89,23279,21099.0
NA72176,Ford,Focus,1.0 EcoBoost,125,Manual,Benzin,31588,2018,108,17607,16699.0
RW48689,Opel,Astra K,1.2T SHR,145,Manual,Benzin,853,2021,122,20999,20999.0
NT61989,Hyundai,i20,1.2,85,Manual,Benzin,35388,2016,112,11499,11299.0
TX11863,Renault,Captur,1.3 TCe Zen ,154,Automatic,Benzin,26550,2019,128,23500,20999.0
CW99176,Opel,Corsa,1.4,90,Automatic,Benzin,47537,2018,139,12900,12899.0
YZ41644,Dacia,Lodgy,Stepway,131,Manual,Benzin,32685,2020,135,17990,17999.0
JN64643,Renault,Clio,Intens TCe,91,Manual,Benzin,7461,2021,118,16999,15799.0
DM30333,Renault,Clio,Zen Energy,118,Manual,Benzin,56361,2018,118,14999,14799.0
SH70337,Ford,Kuga,2.0 TDCi,150,Manual,Diesel,127697,2016,122,17499,17499.0
AZ44114,Citroen,C3,HDi,68,Manual,Diesel,135822,2014,99,8199,8199.0
UU03253,Volkswagen,Polo,1.0 TSI,95,Duplex,Benzin,3055,2018,105,16995,16999.0
JG84874,Hyundai,i20,1.2 MPI,85,Manual,Benzin,109765,2015,112,7299,7299.0
YA00646,Dacia,Duster II,1.6 ,115,Manual,Benzin,35312,2018,149,15499,15499.0
PN48557,Citroen,DS5,2.0 Blue-HDi,180,Automatic,Diesel,88005,2015,114,16599,16599.0
NM43908,Seat,Leon,2.0 TDI,150,Duplex,Diesel,40864,2018,117,21500,19599.0
NX98178,Kia,Sportage,2.0 CRDi,135,Manual,Diesel,116662,2018,132,20000,18999.0
DM82417,Peugeot,208,1.2 e-VTi,82,Manual,Benzin,19401,2018,109,12899,12899.0
RX78759,Jeep,Compass,1.4 Mair,140,Manual,Benzin,35011,2019,155,22999,22699.0
YS46584,Citroen,Berlingo,Multispace ,100,Manual,Diesel,157669,2016,113,13999,13999.0
YX56602,Volkswagen,Polo,1.0 TSI,95,Manual,Benzin,24024,2018,101,15499,14699.0
DL05309,Hyundai,IONIQ,1.6 GDI  DCT,104,Automatic,Other,53640,2018,92,18750,18799.0
MV52807,Seat,Ibiza,1.0 EcoTSI,110,Manual,Benzin,99444,2016,99,13999,13299.0
KX52611,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,75777,2017,82,14999,14999.0
YV14924,Kia,Picanto,1.0,67,Manual,Benzin,36184,2019,113,10999,10999.0
BS86032,Kia,cee'd,1.4,100,Manual,Benzin,20342,2019,145,16301,16399.0
CZ61776,Seat,Ibiza,1.0,80,Manual,Benzin,50055,2019,112,13159,11999.0
LF81133,Seat,Ibiza,1.4 TDI,90,Manual,Diesel,150657,2016,93,9750,9799.0
JT94813,BMW,1er,118d,150,Automatic,Diesel,21199,2017,105,24199,24199.0
ZF03045,Jeep,Renegade,1.0,120,Manual,Benzin,42723,2019,130,19900,19899.0
JT68448,Audi,A1,1.6 TDI,115,Manual,Diesel,69055,2018,100,18600,17499.0
GT38997,Seat,Leon,1.5 eTSI DSG7,150,Automatic,Other,8794,2020,135,26999,26999.0
KX07443,Ford,Focus,1.5 EcoBoost 134kw,182,Manual,Benzin,63259,2018,122,20999,20999.0
VX02705,Seat,Leon,1.5 TSI 110kw 150 cv,150,Automatic,Benzin,19205,2019,115,21599,21599.0
LT30765,Opel,Corsa,1.2,85,Manual,Benzin,115665,2010,124,6299,6299.0
WA84470,Opel,Insignia Sports Tourer,1.6 CDTI,136,Manual,Diesel,62277,2017,119,16490,15999.0
JN79494,Renault,Clio,Expression Energy,90,Manual,Diesel,135959,2014,90,8999,8899.0
MJ16551,Kia,Stonic,1.0 TGDI,101,Manual,Benzin,16787,2019,120,18499,18499.0
YS68106,BMW,X1,sDrive 18d,143,Automatic,Diesel,102201,2014,132,17649,17599.0
CD78004,Renault,Megane,1.5 dCi,90,Manual,Diesel,127874,2017,95,12300,12299.0
EW89665,Toyota,AYGO,1.0,70,Manual,Benzin,45950,2016,95,10125,9899.0
NZ51895,Nissan,Qashqai,1.3 DIG-T,140,Manual,Benzin,43812,2019,130,20499,20499.0
XE22752,Dacia,Sandero II,0.9 TCe Stepway,90,Manual,Benzin,33769,2016,115,11799,11199.0
UU32311,Renault,Grand Scenic,1.2 TCe,132,Manual,Benzin,59354,2017,129,18499,18499.0
GE78129,Nissan,Juke,1.6,117,Automatic,Benzin,106833,2015,139,14999,14999.0
AU91467,Dacia,Sandero II,0.9 TCe,90,Manual,Benzin,57629,2015,124,10100,9899.0
SA75403,Fiat,Tipo,1.4 Lounge,95,Manual,Benzin,59402,2016,133,10490,10499.0
TY15887,Audi,Q3,2.0 TDI,150,Manual,Diesel,10666,2016,119,24499,24499.0
UN29473,Seat,Leon,1.4 TSI,125,Manual,Benzin,48009,2017,120,17899,17899.0
GF45364,Mazda,CX-3,2.0,120,Manual,Benzin,49091,2017,137,18990,17999.0
CE72146,Volvo,V 40,2.0 D2,120,Manual,Diesel,70110,2018,99,20499,19499.0
SW18253,Audi,Q5,2.0 TDI,190,Duplex,Diesel,189202,2017,133,28500,28499.0
JZ20612,Renault,Clio,1.5 dCi Energy,75,Manual,Diesel,75291,2016,85,12499,12499.0
GC85655,Dacia,Duster II,1.6 SCe,114,Manual,Benzin,87439,2019,149,15999,15999.0
VZ88256,BMW,3er,318d,150,Manual,Diesel,115450,2016,112,19000,18999.0
DM77696,Peugeot,308,1.5 Blue-HDi,130,Automatic,Diesel,66192,2018,102,20499,20499.0
RK68050,BMW,2er,220d,190,Manual,Diesel,83571,2017,112,26000,23299.0
WE39924,Seat,Leon,ST 1.2 TSI,110,Manual,Benzin,27153,2018,114,15900,15899.0
GH57343,Volkswagen,Polo,1.0 TSI 70kw 95CV,95,Manual,Benzin,79448,2018,103,15799,14899.0
MJ10907,Dacia,Sandero II,1.0 TCe,90,Manual,Benzin,7052,2020,128,16999,16799.0
DU94846,Kia,cee'd,1.4 CRDi,90,Manual,Diesel,100646,2017,109,12290,11899.0
EU77957,Nissan,Qashqai,1.2 DIGT,115,Manual,Benzin,62315,2017,129,17590,17299.0
HA52528,Toyota,RAV 4,2.5 Hybrid,197,Automatic,Other,32702,2018,116,25600,25399.0
MC20370,Seat,Ateca,2.0 TDI,150,Manual,Diesel,24642,2020,124,29700,29099.0
UP96654,Opel,Combo Life,1.5 TD SS,131,Manual,Diesel,16841,2019,113,23990,23999.0
KX19346,Hyundai,i10,1.0,67,Manual,Benzin,43033,2019,117,10999,10999.0
BN37355,Volkswagen,Caddy,2.0 TDI,102,Manual,Diesel,35860,2019,138,22600,21599.0
XA74210,Toyota,Yaris,1.5 ,110,Manual,Benzin,28220,2018,109,14600,12899.0
AF81599,Volkswagen,T-Cross,1.0 TSI,110,Duplex,Benzin,1868,2020,146,22999,22999.0
KC09023,Seat,Arona,1.6 TDI,115,Manual,Diesel,50414,2019,114,19490,18899.0
XR74348,Chevrolet,Aveo,1.4,100,Manual,Benzin,141748,2011,139,5999,5999.0
JR63901,Jaguar,F-Pace,20d,180,Automatic,Diesel,150700,2016,139,27000,26999.0
RP72614,Peugeot,208,1.6 Blue-HDi,75,Manual,Diesel,125891,2017,90,9999,9999.0
FK10290,Dacia,Sandero II,Ambiance 1.0 ,75,Manual,Benzin,66486,2017,117,8999,8799.0
AD62897,Opel,Corsa,1.2,101,Manual,Benzin,8917,2020,96,16900,15699.0
VA36125,Audi,Q5,Advanced 2.0 TDI,163,Automatic,Diesel,70300,2018,132,32990,31499.0
TF60039,Citroen,C4 Cactus,1.6 BlueHDi,100,Manual,Diesel,47910,2015,90,12999,12899.0
DF43025,Toyota,C-HR,1.8 Hybrid,122,Automatic,Other,41211,2017,87,22000,21299.0
GT92689,Opel,Astra K,1.4 SIDI Turbo,125,Manual,Benzin,68573,2019,135,14990,14599.0
KF94624,Mercedes-Benz,C-Klasse,C 250,210,Automatic,Benzin,100156,2016,140,27990,27199.0
CS60622,Dacia,Sandero II,0.9 TCe,90,Manual,Benzin,7008,2019,123,11799,11799.0
AP99862,Hyundai,i10,1.2,77,Automatic,Benzin,45715,2010,139,6999,6999.0
CS62777,Toyota,Auris,1.6,132,Manual,Benzin,67337,2015,138,12250,11899.0
NA88037,Toyota,C-HR,1.8 Hybrid,122,Automatic,Other,35630,2018,87,21999,21999.0
WD10322,Opel,Astra K,1.4 Turbo,125,Manual,Benzin,31963,2018,117,15699,15699.0
TJ44390,Mazda,MX-5,2.0 Skyactiv G,184,Manual,Benzin,12831,2021,155,33999,32599.0
SU03981,BMW,X1,sDrive 16d,115,Manual,Diesel,42590,2019,118,25199,25199.0
EB28566,Honda,Civic,1.0 VTEC,130,Manual,Benzin,86335,2017,117,20299,20299.0
EZ78527,Audi,A3,1.2 TFSI,110,Manual,Benzin,19866,2016,117,17799,17499.0
FJ04037,Audi,Q3,2.0 TDI quattro,150,Automatic,Diesel,147630,2015,134,22490,21099.0
SM52251,Renault,Clio,0.9 TCe,90,Manual,Benzin,58703,2018,105,13599,13599.0
VY53144,Citroen,Berlingo,1.6 Blue-HDi,99,Manual,Diesel,80706,2017,113,16999,16999.0
KC57514,Fiat,Panda,1.2,70,Manual,Benzin,6169,2020,111,11999,11999.0
AF88546,Citroen,C-Elysée,1.2 PureTech,82,Manual,Benzin,37698,2018,110,11500,10999.0
ZH20474,Citroen,C4 Grand Spacetourer,1.5 Blue-HDi,131,Manual,Diesel,62127,2018,106,20650,18199.0
PJ49400,Seat,Leon,1.5 TSI SS,131,Manual,Benzin,5156,2020,110,19990,19999.0
SE08285,BMW,4er,418d Gran Coupe,150,Automatic,Diesel,66510,2016,116,24999,24999.0
AR57888,Citroen,C4,1.6 HDi,92,Manual,Diesel,94044,2012,113,9999,9999.0
SU40361,Nissan,Juke,1.0 DIGT Visia,117,Manual,Benzin,10674,2019,112,22500,22099.0
WV59113,Seat,Leon,2.0 TDI,185,Manual,Diesel,115645,2016,121,17999,17999.0
XZ10940,Ford,Focus,1.6 TDCi,115,Manual,Diesel,77798,2013,117,10500,10099.0
VU07337,MINI,Countryman,Cooper D,110,Manual,Diesel,111682,2014,111,14699,14199.0
PP81868,Opel,Meriva,1.4 NEL,100,Manual,Benzin,149573,2014,140,8499,8299.0
GZ98751,Volkswagen,Tiguan,2.0 TDI,150,Manual,Diesel,37459,2018,125,32000,31899.0
MD95970,Citroen,C4,1.2 PureTech,110,Manual,Benzin,61626,2017,112,13499,13099.0
JP08347,Volkswagen,Golf,1.0 TSI,116,Manual,Benzin,41572,2018,109,18399,17599.0
BR72946,Peugeot,308,Style,110,Manual,Benzin,77766,2017,105,13999,13999.0
WJ10831,Mazda,CX-5,2.0 SKYACTIV-G,165,Manual,Benzin,14652,2021,153,31999,31999.0
AK18529,Opel,Meriva,1.7 CDTI,110,Manual,Diesel,18919,2013,139,9499,9499.0
FC67020,Kia,Carens,1.7 CRDi,115,Manual,Diesel,100501,2014,120,11990,11799.0
TN83027,Peugeot,2008,1.5 BlueHDi Signature,102,Manual,Diesel,1222,2019,93,18690,18499.0
NA06286,Peugeot,Rifter,1.5 Blue-HDi,131,Manual,Diesel,76466,2019,115,24999,24999.0
BD50233,Seat,Leon,2.0 TDI,150,Automatic,Diesel,95270,2018,117,20990,19799.0
WB16634,Kia,Carens,1.6 GDI,135,Manual,Benzin,67351,2016,150,14500,12499.0
VP21628,Toyota,Auris,130,132,Manual,Benzin,73458,2013,138,12450,11699.0
WU89628,Ford,Focus,1.6 TIVCT 125CV,125,Manual,Benzin,92718,2016,136,11499,11299.0
FL03105,Fiat,500,1.2,70,Manual,Benzin,32752,2018,115,12990,10999.0
DW17495,Seat,Ibiza,1.6 TDI,90,Manual,Diesel,121584,2014,109,9590,8699.0
RH78090,Honda,Civic,1.4 iTVTEC,100,Manual,Benzin,100189,2012,131,11990,11299.0
TD20778,Fiat,500,1.2,70,Manual,Benzin,30589,2017,115,11199,10999.0
HA80086,Citroen,C4,1.6 BlueHDi 110 SS,120,Manual,Diesel,15983,2021,116,19999,19999.0
PM74131,Renault,Clio,Limited Energy,90,Manual,Benzin,84166,2017,105,12450,11699.0
MZ15298,Peugeot,308,1.6 Blue-HDi,120,Manual,Diesel,89451,2015,94,12999,12899.0
AD17867,Mazda,3,2.0,179,Manual,Benzin,41385,2019,103,23999,23999.0
KH44655,Abarth,595,1.4,180,Manual,Benzin,27512,2018,155,23000,21299.0
XL39751,Kia,pro_cee'd,1.5  MHEV,160,Automatic,Other,8108,2021,130,25999,25999.0
GX17139,Mercedes-Benz,CLC-Klasse,CLC 180 Kompressor,143,Manual,Benzin,30924,2008,182,11499,11499.0
EL77797,Fiat,500C,1.2,70,Manual,Benzin,73460,2017,115,12499,12099.0
ZS14882,Fiat,Tipo,1.4 16v sw,95,Manual,Benzin,57104,2017,132,11290,10999.0
YP95878,Opel,Corsa,1.2,101,Manual,Benzin,6547,2019,96,16990,15899.0
JT88473,Peugeot,308,Style 1.6 Blue-HDi,100,Manual,Diesel,50802,2017,94,14900,13899.0
CZ13888,Honda,Civic,1.5 VTEC,182,Manual,Benzin,39870,2019,128,25990,25999.0
KY36402,Seat,Mii,1.0,75,Manual,Benzin,33342,2015,,9999,9999.0
LB28088,Ford,Focus,1.5 EcoBoost,150,Manual,Benzin,44398,2019,129,23750,21899.0
KD53078,Nissan,Micra,1.0 IGT CVT,101,Manual,Benzin,7999,2019,104,15799,15799.0
WX28301,Seat,Leon,1.0 EcoTSI 85KW StSp,115,Manual,Benzin,22086,2019,105,18500,18499.0
XY81257,Seat,Ibiza,1.0 EcoTSI,115,Manual,Benzin,28471,2017,108,16699,15999.0
NP01800,BMW,1er,118i,135,Automatic,Benzin,59400,2019,131,22999,22999.0
KS94725,Nissan,Micra,1.0,73,Manual,Benzin,34108,2018,121,12899,12899.0
AH50679,Ford,EcoSport,1.5 TDCi,90,Manual,Diesel,86137,2014,120,13000,11499.0
NB83445,Peugeot,2008,1.5 Blue-HDi,110,Manual,Diesel,14613,2020,117,24990,23499.0
SN61332,BMW,X1,sDrive 20d,177,Manual,Diesel,55061,2010,139,14399,14399.0
XU32326,Volkswagen,Sharan,2.0 TDI,150,Manual,Diesel,97403,2017,132,22557,22599.0
TT99652,Seat,Ibiza,1.2 TSI,90,Manual,Benzin,46665,2016,116,13820,12799.0
HW69423,Peugeot,508,2.0 Blue-HDi,163,Automatic,Diesel,144098,2018,120,23499,23499.0
WJ24177,Volkswagen,Scirocco,2.0 TDI,140,Manual,Diesel,137089,2010,134,12499,12499.0
HB06058,Toyota,Corolla,2.0 ECVT TOURING SPORT,179,Automatic,Other,35738,2019,89,24700,24699.0
CB07483,Kia,Picanto,1.0 CVVT,65,Manual,Benzin,31789,2016,102,9490,8999.0
DK61003,Mercedes-Benz,CLA-Klasse,CLA 200,155,Duplex,Benzin,46770,2017,124,29350,27299.0
XS97990,Ford,Kuga, 1.5 EcoBoost  88kw 120cv,120,Manual,Benzin,20409,2019,156,20899,19799.0
SG69741,Ford,Grand Tourneo Connect,1.5  TDCi,120,Manual,Diesel,10270,2020,119,24499,24499.0
SP36047,Audi,Q3,2.0 TDI,150,Manual,Diesel,28021,2016,119,23250,23699.0
RB34870,Fiat,500,1.2 Lounge,70,Automatic,Benzin,66110,2017,111,13350,13399.0
NJ58152,Opel,Corsa,1.2,85,Manual,Benzin,59380,2011,119,7200,7199.0
UM11823,Smart,fortwo,0.9 Turbo,90,Automatic,Benzin,74771,2016,96,11999,11999.0
ZG85933,Kia,Rio,1.2,85,Manual,Benzin,40758,2016,109,10990,10999.0
GP60499,Opel,Corsa,1.2,75,Manual,Benzin,3841,2020,117,16500,16499.0
KF54035,Renault,Twingo,0.9 Energy,90,Manual,Benzin,74511,2016,99,11199,11199.0
GC88641,Renault,Megane,1.5 dCi Energy,110,Manual,Diesel,96301,2016,93,13999,13999.0
WN08306,Kia,pro_cee'd,1.0 TGDI,120,Manual,Benzin,48620,2019,125,20499,18999.0
PJ11989,Subaru,XV,1.6i,115,Automatic,Benzin,45602,2018,157,21500,19899.0
EP99206,Citroen,C3,1.5 Blue-HDi SS,102,Manual,Diesel,21542,2019,87,14990,14799.0
XC89258,Kia,Picanto,1.2 CVVT,85,Manual,Benzin,23922,2018,119,13600,12699.0
SW93588,Kia,Rio,1.2,85,Manual,Benzin,15848,2018,109,13500,11999.0
EV86477,Volkswagen,Touran,Advance 2.0 TDI,150,Manual,Diesel,109961,2018,119,25999,25099.0
PD11436,Ford,Transit,2.0 TDCi,130,Manual,Diesel,25879,2016,159,23000,23499.0
UW00685,BMW,X2,sDrive 18d,150,Manual,Diesel,58747,2018,119,27999,27999.0
LN84757,Dacia,Lodgy,1.2 TCe,115,Manual,Benzin,55716,2018,124,12650,12999.0
MJ35108,Opel,Combo Life,1.5 TD,76,Manual,Diesel,70020,2019,108,16450,15899.0
WC48407,Citroen,C-Elysée,BlueHDi,100,Manual,Diesel,80032,2016,98,10490,9999.0
WE70360,Mercedes-Benz,A-Klasse,220d,177,Duplex,Diesel,50465,2017,107,26490,26099.0
TV76275,Ford,Focus,1.0 EcoBoost,125,Manual,Benzin,18653,2018,114,19995,18999.0
ES39247,Peugeot,208,1.2L PureTech,82,Manual,Benzin,56383,2018,109,12299,11199.0
LT69982,Toyota,Yaris,1.0,72,Manual,Benzin,14896,2020,104,12900,11599.0
UV21728,BMW,1er,116d,115,Manual,Diesel,56064,2017,97,17800,17799.0
EX91374,Seat,Tarraco,2.0 TDI 4Drive,190,Automatic,Diesel,51819,2019,147,33490,33499.0
FD92227,Smart,forfour,0.9 Turbo,90,Duplex,Benzin,50120,2017,98,13000,12999.0
EA37546,Abarth,595,1.4,160,Semi-Automatic,Benzin,20890,2019,149,18720,18999.0
KH73513,Audi,Q5,2.0 TDI,177,Automatic,Diesel,148534,2014,159,23499,23199.0
BD44961,Volkswagen,Caddy,2.0 TDI,102,Manual,Diesel,37412,2018,140,23199,23199.0
JE81990,Seat,Arona,1.0 TSI,95,Manual,Benzin,25835,2018,111,17499,17499.0
BH19448,Volkswagen,Polo,1.2,70,Manual,Benzin,49582,2010,128,8799,8799.0
XM52732,Citroen,C3,1.2 e-VTi,82,Manual,Benzin,72259,2015,107,8999,8999.0
PX45581,Peugeot,208,1.2 e-THP,110,Manual,Benzin,45794,2017,99,12999,12999.0
AD68263,Mercedes-Benz,B-Klasse,B 180 CDI,110,Manual,Diesel,20087,2015,107,20900,18899.0
AS51878,Citroen,C3,1.2 VTi,82,Manual,Benzin,46464,2018,109,14150,13399.0
XC61114,Renault,Captur,1.3 TCe,154,Duplex,Benzin,69151,2020,126,22990,22999.0
NG86960,Opel,Corsa,1.3 CDTI,75,Manual,Diesel,85313,2018,107,11619,11299.0
RW72974,Peugeot,3008,1.5 Blue-HDi,130,Manual,Diesel,72693,2018,109,22999,22999.0
JW99336,Renault,Captur,1.5 dCi Energy,90,Manual,Diesel,75994,2017,95,15295,14899.0
LH36780,Skoda,Fabia,1.0 TSI 70kw 90cv ,95,Manual,Benzin,65141,2018,106,12999,12499.0
DB92062,Kia,cee'd,1.4 CRDi,90,Manual,Diesel,130344,2015,109,10999,10999.0
SE36268,Kia,Niro,1.6 GDi Hibrido,141,Automatic,Other,49615,2019,86,19990,19799.0
CM32266,Seat,Ibiza,Style,80,Manual,Benzin,18119,2019,107,14650,14699.0
NK89383,Peugeot,308,Style,110,Manual,Benzin,127230,2015,105,10699,10199.0
NC83082,Peugeot,3008,1.2 PureTech S&S,130,Manual,Benzin,20079,2019,120,26123,24499.0
PJ52592,Ford,Tourneo,Courier 1.0 EcoBoost,100,Manual,Benzin,61529,2017,120,15143,14399.0
YK64169,Opel,Grandland X,2.0 CDTI Ultimate,177,Automatic,Diesel,50606,2018,128,26500,24699.0
TW22347,Peugeot,208,1.2L Puretech 60kw 82cv ,82,Manual,Benzin,35048,2018,110,13499,13299.0
ZD62927,Mazda,3,2.0,122,Automatic,Benzin,48438,2019,122,19400,19899.0
BL32901,Smart,fortwo,1.0 Micro Hybrid Drive,70,Semi-Automatic,Benzin,148182,2012,98,5699,5699.0
LX43024,Dacia,Sandero II,Stepway,90,Manual,Benzin,43362,2018,115,12799,12799.0
KK75801,Suzuki,SX4,1.6 DDiS,120,Manual,Diesel,100262,2014,115,10900,10199.0
RH70686,Toyota,Yaris,1.3,99,Manual,Benzin,124693,2016,114,10999,10699.0
UE74871,Skoda,Fabia,1.2 TSI,105,Automatic,Benzin,72821,2010,124,8999,8799.0
DB11347,Volkswagen,Scirocco,1.4 TSI RLine ,125,Manual,Benzin,34514,2016,125,19995,17999.0
KV25823,Citroen,C4 Picasso,1.6 BlueHDi,120,Manual,Diesel,99264,2015,100,12990,12899.0
LJ15314,Mercedes-Benz,C-Klasse,C 220 CDI,170,Automatic,Diesel,126716,2012,131,16350,16399.0
HD18143,Subaru,XV,1.6,115,Automatic,Benzin,10496,2020,157,23350,24399.0
TN19365,Dacia,Sandero II,0.9 TCe,90,Manual,Benzin,5053,2019,125,14500,14499.0
MA61228,Seat,Ibiza,1.2,70,Manual,Benzin,104312,2015,125,9490,9499.0
ZY94630,Dacia,Sandero II,0.9 TCe,90,Manual,Benzin,59400,2017,115,12599,12499.0
HA26195,Seat,Ateca,1.6 TDI,115,Manual,Diesel,62898,2017,118,20599,20599.0
HZ07611,Citroen,C4 Aircross,1.6 e-HDi,115,Manual,Diesel,82212,2015,119,14699,14699.0
ZY29208,Toyota,Auris Touring Sports, Hybrid Active,100,Automatic,Other,92192,2017,92,15999,15999.0
PF16906,BMW,X1,sDrive 16d,115,Manual,Diesel,55452,2017,104,23900,21999.0
SD56755,Mazda,CX-5,2.0,160,Automatic,Benzin,26830,2017,155,24999,24699.0
BK17610,Citroen,C4 Cactus,1.2 PureTech,110,Automatic,Benzin,17651,2017,118,14995,14999.0
SY43204,Kia,Carens,1.7 CRDi VGT,115,Manual,Diesel,25065,2017,120,16500,16499.0
HF68987,Nissan,Micra,1.0 IG-T,101,Manual,Benzin,6982,2019,103,16999,16999.0
AF00375,Jeep,Renegade,1.3 TGDi,150,Duplex,Benzin,36327,2018,144,23299,23299.0
KG55333,Dacia,Sandero II,1.2,75,Manual,Benzin,33516,2016,130,9199,8699.0
CW38003,Citroen,C4 Grand Picasso,1.6 Blue-HDi,120,Manual,Diesel,96386,2017,106,17699,17699.0
HT74777,Renault,Captur,1.5 BLUE dCi,95,Manual,Diesel,42543,2020,106,21250,18199.0
SG40363,Volkswagen,Polo,1.0,60,Manual,Benzin,100668,2014,106,8330,8299.0
LL39490,Opel,Crossland X,1.2 Design Line ,110,Automatic,Benzin,15732,2019,130,18990,17699.0
JP17598,Toyota,Yaris,90D,90,Manual,Diesel,136480,2012,104,8499,8199.0
MR63304,Nissan,Micra,1.0,71,Manual,Benzin,28233,2019,119,14299,14299.0
CL19716,Toyota,Avensis,1.8,147,Manual,Benzin,39715,2016,143,16500,16499.0
HA91545,Fiat,500,1.2  8v,70,Manual,Benzin,37348,2017,115,11599,10499.0
YN07951,Peugeot,208,1.2L Puretech,82,Manual,Benzin,64208,2015,100,9499,9099.0
TY14199,Peugeot,2008,1.6 e-HDi,92,Manual,Diesel,128809,2015,103,11299,11299.0
SF08839,Ford,Ka+,1.2 Ti-VCT,86,Manual,Benzin,55532,2018,129,12999,12999.0
NM05904,Mazda,MX-5,2.0,184,Manual,Benzin,24676,2019,156,27699,27699.0
EN95746,Honda,Civic,1.5 VTEC,182,Manual,Benzin,41146,2017,133,23899,23899.0
AH14547,Citroen,Berlingo,BlueHDi 74  100 ,99,Manual,Diesel,159041,2018,113,15750,14999.0
MH12546,Dacia,Sandero II,0.9 TCE,90,Manual,Benzin,25384,2018,115,13100,13099.0
MR55694,Ford,S-Max,2.0 TDCi,150,Manual,Diesel,46322,2019,129,23900,23899.0
MT77610,Nissan,X-Trail,1.6 dCi,130,Manual,Diesel,75425,2016,139,18400,18199.0
BZ69433,Mazda,3,2.0,120,Manual,Benzin,99169,2015,119,14799,14799.0
SM76447,Toyota,C-HR,1.8 ,122,Automatic,Other,51067,2018,86,22399,22399.0
NS98867,Dacia,Sandero II,1.5 dCi,95,Manual,Diesel,12965,2020,102,15899,15899.0
GM09274,Hyundai,i30,1.0 TGDI,120,Manual,Benzin,31383,2020,126,19650,18299.0
RK17172,Fiat,500,1.2 8v,70,Manual,Benzin,68966,2017,115,11999,11199.0
GV70614,Peugeot,508,1.6 Blue-HDi,114,Manual,Diesel,139018,2014,112,9300,9299.0
WY97561,Toyota,Yaris,1.3,100,Manual,Benzin,53761,2015,114,10500,9599.0
XK27455,Peugeot,3008,1.2 PureTech S&S,130,Manual,Benzin,44297,2016,120,16540,15099.0
HK42359,Volkswagen,Golf VII,1.6 TDI,105,Automatic,Diesel,81981,2015,102,15103,14199.0
MD07958,Opel,Insignia,1.5 ST Turbo,165,Manual,Benzin,40329,2019,132,20500,20899.0
PC68677,Ford,Fiesta,1.25,82,Manual,Benzin,48610,2017,120,11299,11099.0
BN59278,Seat,Leon,1.5 TSI,131,Manual,Benzin,45548,2019,113,21000,18299.0
FC95780,Renault,Megane,dCi  110CV  EDC,110,Manual,Diesel,103659,2016,100,13590,13599.0
RY96611,Opel,Combo Life,1.5 TD 96kw 130cv ,131,Automatic,Diesel,8022,2019,115,25100,25099.0
LX67384,Volkswagen,Golf VII,1.6 TDI Sport ,110,Manual,Diesel,39849,2016,101,18999,18699.0
CX93337,Renault,Scenic,1.6 dCi,130,Manual,Diesel,133513,2012,114,8990,8999.0
YA64986,Peugeot,Rifter,1.5 Blue-HDi,102,Manual,Diesel,8851,2020,111,25999,25999.0
KC13002,Kia,Picanto,1.0,67,Manual,Benzin,40527,2017,101,10700,9699.0
HD07595,Seat,Ibiza,1.4 TDI,105,Manual,Diesel,110157,2017,100,10700,10899.0
FF78658,Peugeot,308,1.6 GTi,262,Manual,Benzin,6662,2019,148,27999,27999.0
FS50892,Abarth,595,1.4,180,Manual,Benzin,62061,2017,139,21100,19899.0
TA50284,Toyota,AYGO,1.0 70cv,70,Manual,Benzin,22549,2017,95,10990,10699.0
RU32224,Hyundai,Tucson,1.7 CRDi,115,Manual,Diesel,149503,2016,119,16799,16799.0
